"logFC.day16"	"logFC.day18"	"logCPM"	"F"	"PValue"	"FDR"	"Gene"
"gene-229248"	-0.562903296525161	0.0778227394935739	3.19061974909734	2.10696688794251	0.128455384015312	0.195900007056167	"gene-229248"
"gene-71757"	0.647779753588768	0.546688706853362	2.47067474033818	2.10617417108519	0.128552044808977	0.19601920661907	"gene-71757"
"gene-194548"	0.201409444468588	0.296727418327298	2.28226378221674	2.10575513155168	0.12860317098606	0.196068949606948	"gene-194548"
"gene-345100"	-0.302311460533025	-0.896913468380244	1.84928716158908	2.10547743254081	0.128637063976511	0.196092408271488	"gene-345100"
"gene-73525"	0.17198848149903	0.152383840754414	8.94348310747983	2.10416751310268	0.128797062389342	0.196308065747622	"gene-73525"
"gene-242012"	-0.363978025232776	-0.201901308983829	6.91741531793939	2.10094698305912	0.129191298158027	0.196880626388963	"gene-242012"
"gene-181169"	-0.534197589269854	-0.383813159306788	2.65002963565439	2.09891265186197	0.129440964965157	0.197232738678575	"gene-181169"
"gene-55199"	0.219555960812006	0.666975449340202	0.63143017013297	2.09674783873207	0.129707188894617	0.197609974626508	"gene-55199"
"gene-82139"	0.195793210703129	0.42249852760915	2.8484575984258	2.09611086165911	0.129785629801227	0.197701054251553	"gene-82139"
"gene-27726"	0.585569975244766	0.176926723540993	3.1782734885984	2.0953663486999	0.129877374942814	0.19778647590887	"gene-27726"
"gene-164753"	0.209745394873248	0.333600857050524	2.93916305300579	2.09535284820539	0.129879039201011	0.19778647590887	"gene-164753"
"gene-25461"	-0.875898933584449	-0.379817310557527	-0.439019538103818	2.09433211650249	0.130004932108152	0.197949742867938	"gene-25461"
"gene-15918"	-0.304588189091259	0.292828735089756	0.800434462661776	2.09217467525873	0.130271434129111	0.198327028165526	"gene-15918"
"gene-67177"	-0.218177881276861	0.287864658734973	3.09250866120296	2.09074247556296	0.130448658676906	0.19856830733235	"gene-67177"
"gene-404898"	0.0497452677990192	0.363688446136604	6.41099606186847	2.0895498327752	0.130596428434987	0.198764687689906	"gene-404898"
"gene-279445"	0.539271925507177	0.79056901925557	0.963634310236216	2.08925433784564	0.130633067112018	0.198791897044225	"gene-279445"
"gene-112037"	-0.528431366957684	-1.36193061590514	6.59178201185907	2.08883343344364	0.130685273623169	0.19884278565639	"gene-112037"
"gene-419405"	0.120715444830292	-0.0869776805852708	6.98333404846889	2.08820515467308	0.13076324144452	0.198932850875253	"gene-419405"
"gene-202611"	0.552120374315888	0.153242768150004	0.324111721082155	2.08599144922435	0.131038337118809	0.199314762728583	"gene-202611"
"gene-83773"	-1.17878613103644	-1.06055893052367	6.08835101155129	2.08588241670252	0.131051901843152	0.199314762728583	"gene-83773"
"gene-203203"	-0.176406854417473	0.0921018270958902	3.96058790391622	2.08459145879739	0.131212619287941	0.199530555966565	"gene-203203"
"gene-52163"	-1.58277056428666	-1.55270272445574	4.51360235393634	2.08403175917977	0.131282361739174	0.199607964555644	"gene-52163"
"gene-149587"	-0.0209029810496945	-0.224618795545873	6.00481716621606	2.08236821900636	0.131489874879786	0.199885583235059	"gene-149587"
"gene-156101"	0.533996243946086	0.563050303993519	-0.701954022852574	2.08226565168327	0.131502680325745	0.199885583235059	"gene-156101"
"gene-72381"	-0.313673441656821	0.102452058600863	3.06761243920776	2.08197593979035	0.131538857526192	0.199911895345314	"gene-72381"
"gene-82091"	0.0653979265034782	-0.157653951116624	7.97256217693598	2.08051021221223	0.131722043875296	0.200161591410101	"gene-82091"
"gene-356929"	0.134702333361379	-0.105013152148344	5.28591270174255	2.07881425630107	0.131934330661028	0.200455429837146	"gene-356929"
"gene-412414"	-0.25291144824654	0.886063036171019	0.579258713144147	2.07801596956611	0.132034375503829	0.20056886415301	"gene-412414"
"gene-404981"	-0.599218038100534	-0.748946476157625	2.66933768575685	2.07791649522512	0.132046847520895	0.20056886415301	"gene-404981"
"gene-183553"	-0.0505676844847368	0.573243031885361	0.808784966605658	2.07718066557719	0.132139142814414	0.200680286263656	"gene-183553"
"gene-217637"	0.0330134017756145	0.592832508281185	1.2944457963574	2.07631585098292	0.132247701299025	0.200816371877969	"gene-217637"
"gene-282149"	0.263161418125199	-0.9816760694425	4.54833854365806	2.07536838568588	0.132366739765899	0.200962622136792	"gene-282149"
"gene-368215"	-0.446350371574393	-0.8044018173154	7.06039681372157	2.07524741531838	0.132381946254701	0.200962622136792	"gene-368215"
"gene-93699"	-0.0199693946148108	-0.643147088580039	-0.281144709977393	2.07478090924051	0.132440604827895	0.2010228690383	"gene-93699"
"gene-131737"	0.274562838998731	-0.431765723058329	1.96113966941438	2.07391059110067	0.132550110079355	0.201160264451568	"gene-131737"
"gene-80050"	-0.617676964304836	0.0641541866445802	2.51563665792396	2.07305302253493	0.132658101980467	0.201295324156528	"gene-80050"
"gene-239479"	-0.42105764683856	-0.539824302238178	3.59027257883805	2.06974762335277	0.133075189183038	0.201899299052616	"gene-239479"
"gene-240623"	-0.153439225023487	1.17416646326964	3.59219545790969	2.06957170347639	0.133097425045357	0.201904125380186	"gene-240623"
"gene-112528"	0.231783738632351	1.02744424704539	4.38372115848677	2.0688619687423	0.133187172565334	0.202011348483006	"gene-112528"
"gene-289614"	0.145711102737295	0.141084312498379	6.54453921589201	2.0680649615317	0.133288029866331	0.202135389217639	"gene-289614"
"gene-411763"	0.174278194187997	0.698045288261	5.12622337026051	2.06777668915857	0.133324528588285	0.202161806657336	"gene-411763"
"gene-76526"	0.844886421406968	-0.20020025500419	5.67054374543944	2.06740785775021	0.133371241992812	0.202203702984094	"gene-76526"
"gene-24167"	-1.18662004756195	-1.07416442662498	1.76440936572429	2.06653068686525	0.133482405283908	0.202343285606336	"gene-24167"
"gene-213251"	-0.0963301014958211	0.108448798048463	5.69864466396304	2.06595732660175	0.133555118204893	0.202424550493355	"gene-213251"
"gene-187979"	-0.508818616836777	-0.739280282973413	-1.26990813528056	2.06474211073777	0.133709364869755	0.202629352139577	"gene-187979"
"gene-127927"	0.323643944071068	-0.441573258114994	0.498686048023492	2.0638068872173	0.133828196662306	0.202780433552667	"gene-127927"
"gene-126428"	0.0217257009285462	0.148955169130965	5.03950283473665	2.06274903244674	0.133962740834532	0.202955276220003	"gene-126428"
"g10636"	0.842580320472003	0.789027621861222	-0.869530536626549	2.06233691398467	0.134015194018603	0.203005717772855	"g10636"
"gene-283513"	-0.790812685660365	-0.608483248077106	0.324451790733231	2.06201876889384	0.134055700963953	0.20303805137422	"gene-283513"
"gene-200486"	0.423685427712369	0.191007684192962	1.50077463508663	2.06180532456428	0.134082884211754	0.203050198814885	"gene-200486"
"gene-183416"	0.156372439146761	0.371861504518681	3.88026990568658	2.06074599630133	0.134217878860692	0.203225585082579	"gene-183416"
"g5844"	0.50624431252189	0.594814752674412	-0.323794465056581	2.0589456189757	0.134447628346192	0.203544373475674	"g5844"
"gene-189543"	-0.2920580629309	-0.260303558622044	2.64746737811515	2.05600504721589	0.134823747890653	0.204084633235622	"gene-189543"
"gene-256911"	0.438622342451749	0.696439293978833	2.75264159643038	2.0544991766373	0.135016776824614	0.204325558741118	"gene-256911"
"gene-153494"	-0.201136807360323	0.0519505590141248	6.39246276843575	2.05446254272337	0.135021476246254	0.204325558741118	"gene-153494"
"gene-33009"	0.0148967870561484	0.163500874268234	5.31835521747911	2.05325391629454	0.135176613708988	0.204510752067028	"gene-33009"
"gene-393486"	-0.25911783344585	-0.395864433169976	4.25652311621565	2.05320842595037	0.135182456349326	0.204510752067028	"gene-393486"
"gene-362710"	-0.134120156889261	-0.0735346711658795	5.41868223233949	2.05189368916986	0.135351429066532	0.204734996883593	"gene-362710"
"gene-404852"	0.0898900334518417	1.06893824762376	4.11891044231406	2.05175452871394	0.135369326931527	0.204734996883593	"gene-404852"
"g7190"	0.96267565277421	0.60503646683876	-0.800801681324881	2.05119993065699	0.135440679651408	0.204789412757876	"g7190"
"gene-355744"	0.684572756023394	-0.983990903259049	10.865629937291	2.05117443767564	0.135443960419705	0.204789412757876	"gene-355744"
"gene-337615"	-1.66153289846101	-0.83082149624364	8.31940905502923	2.049440528467	0.135667293797318	0.205097823523524	"gene-337615"
"gene-227332"	-0.170732615397354	0.327289026175393	3.1386338340846	2.04608876353331	0.13610008375312	0.205707618334002	"gene-227332"
"gene-234901"	-0.311838572879722	-0.17946140043913	3.67597744079714	2.04601606980873	0.136109485856898	0.205707618334002	"gene-234901"
"gene-95671"	0.536702665780316	0.396368891107374	2.41385106719738	2.04428475523693	0.136333608605307	0.206016959039052	"gene-95671"
"gene-385446"	0.722974455598608	1.22488505544664	-0.338693775279143	2.04382114004095	0.136393688905521	0.206078358426194	"gene-385446"
"gene-170633"	0.195894219269916	0.587999641746598	1.54431641630707	2.04273536699312	0.136534501473552	0.206261701969455	"gene-170633"
"gene-171527"	0.222612166385321	0.539726778235661	-1.06345585162764	2.04210168115805	0.136616752298399	0.206356537042599	"gene-171527"
"gene-143598"	-0.0622958726246636	-0.333153690989376	3.81183529133822	2.0391832473464	0.136996214100743	0.206900211603687	"gene-143598"
"gene-249891"	-0.50096660617163	-0.199963729860578	4.23980114563967	2.03899739432591	0.13702041573785	0.206907271648604	"gene-249891"
"gene-331123"	-1.27293004936751	-0.565179259390772	4.90427698418407	2.03727649621418	0.137244718140622	0.207216448192936	"gene-331123"
"gene-57134"	0.404497262233185	0.35421618272839	1.77202804378072	2.03668301695906	0.13732215971141	0.207296499370795	"gene-57134"
"gene-204876"	0.147705806566445	-0.108079226812678	6.34473317774632	2.0365172053686	0.137343804044727	0.207296499370795	"gene-204876"
"gene-331961"	-0.346093931293059	-0.5607066204137	1.68983528909341	2.03642050096635	0.137356429037595	0.207296499370795	"gene-331961"
"gene-296138"	0.353580732479938	0.799937023079037	-0.457343678589051	2.03306452364849	0.137795298115606	0.207929219429359	"gene-296138"
"gene-289790"	0.16119229171897	0.196306720844413	5.90648747074484	2.03085327353091	0.138085254227941	0.20833708583216	"gene-289790"
"gene-14341"	-0.151451485568927	-0.0216823929972175	4.71318867819487	2.03027839211482	0.138160739534735	0.208421297851658	"gene-14341"
"gene-245048"	0.225081278565539	0.274506196515454	5.36415162987728	2.02805825896262	0.138452653582184	0.208831931296345	"gene-245048"
"gene-128121"	0.466072462693567	1.00832965708074	-0.958019511257969	2.02729075442137	0.138553715931403	0.208954621976821	"gene-128121"
"gene-348820"	-0.188809771056247	-1.00000433828499	0.171871492143454	2.02702823834209	0.138588300504231	0.208977036024311	"gene-348820"
"gene-377347"	-0.241126702039339	0.265517915481262	1.5984167110318	2.02685646793958	0.138610934789691	0.2089814264416	"gene-377347"
"gene-178945"	0.0285573737030719	-0.211196500081858	2.9979827025493	2.02627829127217	0.138687149325139	0.20906658617857	"gene-178945"
"gene-229013"	0.18334802442147	0.11135206935513	6.83310706167579	2.02512400404716	0.138839434619746	0.20926637969144	"gene-229013"
"gene-110545"	-0.369827013285823	-1.5323200885758	5.46507080394143	2.024179395319	0.138964184585779	0.209424619523668	"gene-110545"
"gene-105977"	0.138099100944933	-0.093617001849079	5.84762982917816	2.02257612697758	0.139176183784778	0.209714283757609	"gene-105977"
"gene-259539"	-0.134416113512801	0.0501696014484839	4.87832155733447	2.02072091616357	0.139421911202165	0.2100546809467	"gene-259539"
"gene-288876"	-0.0669297912392439	0.384995213927396	3.42119792248768	2.02029379154157	0.139478547935829	0.210110135616724	"gene-288876"
"gene-3476"	-0.210617878386456	-0.198561591755559	6.34905720801326	2.01872030094715	0.139687396473085	0.210394833408501	"gene-3476"
"gene-338554"	-0.274345351717611	0.523892479040894	3.15798234655674	2.01839838679658	0.139730163464265	0.210429336564433	"gene-338554"
"gene-51285"	-0.0127341305803881	-0.22458021368186	6.07742180265	2.01741991314222	0.139860238264033	0.210595294109094	"gene-51285"
"g9916"	0.512990372286333	0.92539618953788	1.61740084352551	2.01634795780467	0.140002882738988	0.21078012865904	"g9916"
"gene-48964"	0.542390064148517	-0.35999624527433	10.2092013309338	2.01613493418658	0.140031247435012	0.210792882202214	"gene-48964"
"gene-109666"	-0.27861736940711	-1.47824901978606	5.98681442004617	2.01566232916682	0.140094197171215	0.210850500823621	"gene-109666"
"gene-410608"	0.238051545294334	0.538754465581094	3.65858447608	2.01554880931814	0.140109322036534	0.210850500823621	"gene-410608"
"gene-73861"	0.488933579758367	0.501562206167376	4.51885489803588	2.01289975415776	0.140462745939957	0.211352351033767	"gene-73861"
"gene-306295"	0.959599085982987	1.87972239173832	1.48067695089643	2.01159418638941	0.140637264580501	0.211584900680816	"gene-306295"
"gene-411493"	-0.759122541950923	-0.461486038354346	-0.564434710499286	2.01080901369374	0.140742327726227	0.211712905250866	"gene-411493"
"gene-285846"	-0.231369516674464	0.0904061794853951	6.75614210596674	2.01061313090321	0.140768551143144	0.211722294948581	"gene-285846"
"gene-404622"	0.237635081431795	0.682827680889873	-0.0318082940663427	2.00689178260521	0.141267692194554	0.212442870634898	"gene-404622"
"gene-45594"	-0.217833193454255	0.244173240369325	1.17455975887951	2.00597276411811	0.141391238550257	0.212598490659646	"gene-45594"
"gene-409417"	-0.190416959840318	-0.588335001108428	3.62388040028731	2.00552557054913	0.141451396169368	0.212658767566774	"gene-409417"
"gene-314611"	0.438862542151911	0.69475585002901	1.63576960412961	2.00503907199225	0.141516871008131	0.212727020173381	"gene-314611"
"gene-281367"	0.0191686720993433	0.654741081385629	0.518927082819392	2.00441440696656	0.141600986398211	0.212801904338506	"gene-281367"
"gene-190367"	0.197868950205969	0.279692849130728	3.65414257436168	2.0043708449156	0.14160685423658	0.212801904338506	"gene-190367"
"gene-120305"	0.11259298556844	-1.1347549082621	8.26566388899005	2.00363322082715	0.14170625058133	0.212921076454875	"gene-120305"
"gene-316282"	-0.232410280315693	0.173480375359468	5.9855055270262	2.00242847820951	0.14186874599111	0.213135010991324	"gene-316282"
"gene-151723"	-0.629430991795414	-0.917795000508141	-1.0796649813604	2.00160141165659	0.141980411156007	0.213272531416083	"gene-151723"
"gene-201062"	-0.40522412956547	-0.102567037304807	8.15545834152933	2.00019317744268	0.142170749257814	0.213528172804507	"gene-201062"
"gene-353795"	-0.101985296339025	-0.231405323838498	6.73847876665848	1.99749615448299	0.142536011973365	0.214046426143676	"gene-353795"
"gene-216923"	0.0293346284634353	0.211954393858046	3.68592532841135	1.9956872734376	0.142781531102456	0.214384739062154	"gene-216923"
"gene-251983"	0.0960540502499104	0.176806815638813	6.08788315604336	1.9944831530169	0.142945206585552	0.214600086282306	"gene-251983"
"gene-135758"	0.151216065295914	-0.585183563909353	5.12086488386068	1.99366428512053	0.143056624801075	0.214705903455417	"gene-135758"
"gene-325743"	-0.0310903678899046	0.40833310087398	2.49433676746925	1.99361663527374	0.143063110958165	0.214705903455417	"gene-325743"
"gene-300508"	-0.0708862557774064	0.176443563356281	7.01222898356875	1.99351406032165	0.143077074613143	0.214705903455417	"gene-300508"
"gene-188173"	0.134760507581651	0.216207190582964	7.98267728470878	1.9933695957111	0.143096743129686	0.214705903455417	"gene-188173"
"gene-409022"	0.644203339562455	1.41827762522781	3.01750858255922	1.99309501666697	0.143134134064165	0.214731599114243	"gene-409022"
"gene-338361"	0.185268954985216	0.754515120845986	0.793644463802227	1.9928107785874	0.143172850877497	0.214759276316245	"gene-338361"
"gene-149775"	-0.184578557511818	0.0789158894549827	4.53302276549083	1.99199201520387	0.143284436822609	0.214884845578806	"gene-149775"
"gene-202561"	-0.135333214170597	-0.354660514689195	4.23185929801571	1.99189896914874	0.143297123335206	0.214884845578806	"gene-202561"
"gene-84904"	0.415922798340999	0.578279504604682	0.268426542089109	1.99147774515128	0.14335457020585	0.214940572506182	"gene-84904"
"gene-291447"	-0.449084078043503	-0.997943028216198	6.48993258388781	1.99106588863015	0.143410762369499	0.214994402669385	"gene-291447"
"gene-19011"	-0.0537288032560815	0.147976731807313	5.75891428234914	1.99076934603867	0.143451235519138	0.215024655759058	"gene-19011"
"gene-299007"	-0.245773678663563	0.156453220633284	6.11557129054765	1.9901716876693	0.143532841582374	0.215116547299411	"gene-299007"
"gene-146663"	-0.387185816590115	-0.574898745666415	5.0671872729697	1.98983149700114	0.143579313496267	0.215155763796697	"gene-146663"
